louie	1
anderson	2
liked	1
to	3
say	1
he	3
and	2
orson	2
welles	2
were	1
the	10
only	1
fat	1
people	2
in	7
los	1
angeles	1
i	2
preferred	1
farley	1
by	2
1940s	2
standards	1
would	1
probably	1
be	1
considered	1
a	9
liberal	1
if	1
not	1
quite	1
communist	1
although	1
was	3
shunned	1
major	1
studios	1
far	1
more	2
intellectual	1
than	1
today	1
s	1
liberals	1
however	1
watching	1
him	1
or	2
vincent	1
price	1
some	1
other	1
celebrity	1
from	1
time	1
they	2
often	1
sound	1
so	1
much	1
intelligent	1
interviews	1
but	1
all	1
did	2
their	1
propaganda	1
duties	1
one	2
of	3
his	1
radio	1
appearances	1
show	2
ends	1
with	2
war	3
bonds	1
ad	1
that	1
suggests	1
germany	1
planned	1
enslave	1
pay	1
them	1
1	1
day	1
1950s	1
harry	1
lime	2
which	2
while	1
entertaining	1
somewhat	1
subversive	1
since	1
movie	1
third	1
man	1
responsible	1
for	1
supplying	1
post	2
berlin	1
fake	1
penicillin	1
causing	1
baby	1
casualties	1
episode	1
series	1
it	1
mentioned	1
german	1
criminal	1
who	1
developed	1
mobile	1
gas	1
chamber	1
truck	1
reminded	1
me	1
what	1
had	2
read	1
about	1
russia	1
1917	1
bolsheviks	1
invented	1
just	1
such	1
contraption	1
